subject,body,label
Urgent: Verify Your Account,You have won a free iPhone! Claim your prize before it expires.,spam
Monthly Report Submission,Your subscription has been renewed successfully.,legit
Verify Your Bank Account Immediately,Your payment could not be processed. Update your billing information now.,phishing
Claim Your Gift Card,Exclusive investment opportunity. Don't miss out!,spam
Winner Announcement Inside,Exclusive investment opportunity. Don't miss out!,spam
Free iPhone Giveaway,Invest in Angel One stocks now! Click the link to earn big rewards.,spam
Unauthorized Transaction Alert,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Your Order Has Shipped,Thank you for attending the meeting. Notes are attached.,legit
Action Required: Account Verification,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Action Required: Account Verification,"To continue using your account, please confirm your email address.",phishing
Your Account is Locked,"To continue using your account, please confirm your email address.",phishing
Payment Failed – Verify Now,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Claim Your Gift Card,Congratulations! Your lottery ticket has won. Redeem now.,spam
Your Account is Locked,Confirm your identity to prevent account closure. Login here: [malicious link],phishing
HR Policy Update,Looking forward to our meeting tomorrow at 10 AM.,legit
Payment Failed – Verify Now,Immediate action required: Your account has been flagged for suspicious activity.,phishing
Your Account Has Been Suspended,Security alert: Login attempt from an unrecognized device. Verify your account immediately.,phishing
Get Rich Quick!,Click here to claim your reward instantly.,spam
Confirm Your Identity,"To continue using your account, please confirm your email address.",phishing
Team Outing Schedule,Please review the updated HR policy attached in this email.,legit
Unauthorized Transaction Alert,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Suspicious Activity on Your Account,"To continue using your account, please confirm your email address.",phishing
Claim Your Gift Card,Exclusive investment opportunity. Don't miss out!,spam
Payment Failed – Verify Now,Confirm your identity to prevent account closure. Login here: [malicious link],phishing
Action Required: Account Verification,Security alert: Login attempt from an unrecognized device. Verify your account immediately.,phishing
Meeting Reminder,Thank you for attending the meeting. Notes are attached.,legit
Project Update,Your order has been shipped and will arrive within 3-5 business days.,legit
Appointment Confirmation,Thank you for attending the meeting. Notes are attached.,legit
Limited Time Offer! Buy Now,Earn $1000 per day online with this simple trick.,spam
Invoice Attached,Looking forward to our meeting tomorrow at 10 AM.,legit
Claim Your Gift Card,Earn $1000 per day online with this simple trick.,spam
Get Rich Quick!,You have won a free iPhone! Claim your prize before it expires.,spam
Urgent: Verify Your Account,Free gift card available for a limited time.,spam
Get Rich Quick!,Congratulations! Your lottery ticket has won. Redeem now.,spam
Lowest Price Ever! Shop Now,Act now to secure your limited-time offer.,spam
Urgent: Verify Your Account,Act now to secure your limited-time offer.,spam
Free iPhone Giveaway,Click here to claim your reward instantly.,spam
Action Required: Account Verification,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Your Account Has Been Suspended,Immediate action required: Your account has been flagged for suspicious activity.,phishing
Double Your Income in 7 Days,Free gift card available for a limited time.,spam
Action Required: Account Verification,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Welcome to Our Newsletter,Looking forward to our meeting tomorrow at 10 AM.,legit
Earn $5000 working from home,Work from home and earn thousands. Sign up today!,spam
Your Account is Locked,You have been selected for account verification. Click the link to proceed.,phishing
Weekly Digest,Thank you for attending the meeting. Notes are attached.,legit
Your Account Has Been Suspended,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Weekly Digest,Agenda for the upcoming team outing is attached.,legit
Project Update,Your order has been shipped and will arrive within 3-5 business days.,legit
Claim Your Gift Card,Work from home and earn thousands. Sign up today!,spam
Confirm Your Identity,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Confirm Your Identity,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Suspicious Activity on Your Account,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Lowest Price Ever! Shop Now,Free gift card available for a limited time.,spam
Free iPhone Giveaway,You have won a free iPhone! Claim your prize before it expires.,spam
Verify Your Bank Account Immediately,"To continue using your account, please confirm your email address.",phishing
Congratulations! You've won a prize,Work from home and earn thousands. Sign up today!,spam
Get Rich Quick!,Congratulations! Your lottery ticket has won. Redeem now.,spam
Unusual Login Attempt Detected,Immediate action required: Your account has been flagged for suspicious activity.,phishing
Your Account Has Been Suspended,You have been selected for account verification. Click the link to proceed.,phishing
Welcome to Our Newsletter,Agenda for the upcoming team outing is attached.,legit
Monthly Report Submission,Reminder: Submit your project update by Friday.,legit
Action Required: Account Verification,Immediate action required: Your account has been flagged for suspicious activity.,phishing
Confirm Your Identity,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Payment Failed – Verify Now,You have been selected for account verification. Click the link to proceed.,phishing
Claim Your Gift Card,Work from home and earn thousands. Sign up today!,spam
Welcome to Our Newsletter,Your subscription has been renewed successfully.,legit
HR Policy Update,Your subscription has been renewed successfully.,legit
Monthly Report Submission,Please find the attached report for your review.,legit
Invoice Attached,Thank you for attending the meeting. Notes are attached.,legit
Action Required: Account Verification,You have been selected for account verification. Click the link to proceed.,phishing
Your Account Has Been Suspended,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Unauthorized Transaction Alert,Security alert: Login attempt from an unrecognized device. Verify your account immediately.,phishing
Your Account is Locked,Security alert: Login attempt from an unrecognized device. Verify your account immediately.,phishing
Urgent: Verify Your Account,Work from home and earn thousands. Sign up today!,spam
Unauthorized Transaction Alert,Confirm your identity to prevent account closure. Login here: [malicious link],phishing
Invoice Attached,Your order has been shipped and will arrive within 3-5 business days.,legit
Reset Your Password Now,Security alert: Login attempt from an unrecognized device. Verify your account immediately.,phishing
Unauthorized Transaction Alert,Immediate action required: Your account has been flagged for suspicious activity.,phishing
Your Account is Locked,Confirm your identity to prevent account closure. Login here: [malicious link],phishing
Earn $5000 working from home,Exclusive investment opportunity. Don't miss out!,spam
Congratulations! You've won a prize,Work from home and earn thousands. Sign up today!,spam
Winner Announcement Inside,Work from home and earn thousands. Sign up today!,spam
Reset Your Password Now,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Payment Failed – Verify Now,Your payment could not be processed. Update your billing information now.,phishing
Congratulations! You've won a prize,Limited time offer! Buy now and save 50% on your order.,spam
Team Outing Schedule,Thank you for attending the meeting. Notes are attached.,legit
Congratulations! You've won a prize,Congratulations! Your lottery ticket has won. Redeem now.,spam
Confirm Your Identity,Confirm your identity to prevent account closure. Login here: [malicious link],phishing
Get Rich Quick!,Exclusive investment opportunity. Don't miss out!,spam
Team Outing Schedule,Looking forward to our meeting tomorrow at 10 AM.,legit
Monthly Report Submission,Your order has been shipped and will arrive within 3-5 business days.,legit
HR Policy Update,Your subscription has been renewed successfully.,legit
Action Required: Account Verification,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Free iPhone Giveaway,Earn $1000 per day online with this simple trick.,spam
Unauthorized Transaction Alert,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Welcome to Our Newsletter,Reminder: Submit your project update by Friday.,legit
Get Rich Quick!,Free gift card available for a limited time.,spam
Invoice Attached,Thank you for attending the meeting. Notes are attached.,legit
Claim Your Gift Card,Free gift card available for a limited time.,spam
Monthly Report Submission,Agenda for the upcoming team outing is attached.,legit
Unauthorized Transaction Alert,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Action Required: Account Verification,Your payment could not be processed. Update your billing information now.,phishing
Winner Announcement Inside,Act now to secure your limited-time offer.,spam
HR Policy Update,Welcome to our newsletter! We will keep you updated weekly.,legit
Double Your Income in 7 Days,Limited time offer! Buy now and save 50% on your order.,spam
Monthly Report Submission,Thank you for attending the meeting. Notes are attached.,legit
Welcome to Our Newsletter,Please review the updated HR policy attached in this email.,legit
Appointment Confirmation,Your order has been shipped and will arrive within 3-5 business days.,legit
Lowest Price Ever! Shop Now,Congratulations! Your lottery ticket has won. Redeem now.,spam
Suspicious Activity on Your Account,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Team Outing Schedule,Welcome to our newsletter! We will keep you updated weekly.,legit
Double Your Income in 7 Days,Act now to secure your limited-time offer.,spam
Your Account is Locked,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Welcome to Our Newsletter,Your subscription has been renewed successfully.,legit
Unusual Login Attempt Detected,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Winner Announcement Inside,Exclusive investment opportunity. Don't miss out!,spam
Confirm Your Identity,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Double Your Income in 7 Days,Free gift card available for a limited time.,spam
Appointment Confirmation,Kindly find the invoice for your recent purchase.,legit
Urgent: Verify Your Account,Exclusive investment opportunity. Don't miss out!,spam
Limited Time Offer! Buy Now,Invest in Angel One stocks now! Click the link to earn big rewards.,spam
Limited Time Offer! Buy Now,Limited time offer! Buy now and save 50% on your order.,spam
HR Policy Update,Looking forward to our meeting tomorrow at 10 AM.,legit
Monthly Report Submission,Please review the updated HR policy attached in this email.,legit
Your Order Has Shipped,Welcome to our newsletter! We will keep you updated weekly.,legit
Your Account Has Been Suspended,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Invoice Attached,Reminder: Submit your project update by Friday.,legit
Invoice Attached,Thank you for attending the meeting. Notes are attached.,legit
Lowest Price Ever! Shop Now,Act now to secure your limited-time offer.,spam
Monthly Report Submission,Looking forward to our meeting tomorrow at 10 AM.,legit
Verify Your Bank Account Immediately,Your payment could not be processed. Update your billing information now.,phishing
Welcome to Our Newsletter,Welcome to our newsletter! We will keep you updated weekly.,legit
Verify Your Bank Account Immediately,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Get Rich Quick!,Work from home and earn thousands. Sign up today!,spam
Claim Your Gift Card,Work from home and earn thousands. Sign up today!,spam
Invoice Attached,Kindly find the invoice for your recent purchase.,legit
Claim Your Gift Card,Work from home and earn thousands. Sign up today!,spam
Get Rich Quick!,Free gift card available for a limited time.,spam
Your Order Has Shipped,Thank you for attending the meeting. Notes are attached.,legit
Unauthorized Transaction Alert,Your payment could not be processed. Update your billing information now.,phishing
Appointment Confirmation,Thank you for attending the meeting. Notes are attached.,legit
Suspicious Activity on Your Account,Confirm your identity to prevent account closure. Login here: [malicious link],phishing
Suspicious Activity on Your Account,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Unauthorized Transaction Alert,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Invoice Attached,Thank you for attending the meeting. Notes are attached.,legit
Reset Your Password Now,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Action Required: Account Verification,"To continue using your account, please confirm your email address.",phishing
Appointment Confirmation,Looking forward to our meeting tomorrow at 10 AM.,legit
Invoice Attached,Reminder: Submit your project update by Friday.,legit
Unusual Login Attempt Detected,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Your Account Has Been Suspended,Security alert: Login attempt from an unrecognized device. Verify your account immediately.,phishing
Action Required: Account Verification,You have been selected for account verification. Click the link to proceed.,phishing
Claim Your Gift Card,Click here to claim your reward instantly.,spam
Confirm Your Identity,Your payment could not be processed. Update your billing information now.,phishing
Action Required: Account Verification,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Lowest Price Ever! Shop Now,Click here to claim your reward instantly.,spam
Unauthorized Transaction Alert,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Get Rich Quick!,You have won a free iPhone! Claim your prize before it expires.,spam
Congratulations! You've won a prize,Limited time offer! Buy now and save 50% on your order.,spam
Congratulations! You've won a prize,Exclusive investment opportunity. Don't miss out!,spam
Winner Announcement Inside,Congratulations! Your lottery ticket has won. Redeem now.,spam
Verify Your Bank Account Immediately,Confirm your identity to prevent account closure. Login here: [malicious link],phishing
Action Required: Account Verification,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Unusual Login Attempt Detected,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Limited Time Offer! Buy Now,Earn $1000 per day online with this simple trick.,spam
Monthly Report Submission,Thank you for attending the meeting. Notes are attached.,legit
Your Order Has Shipped,Welcome to our newsletter! We will keep you updated weekly.,legit
Team Outing Schedule,Welcome to our newsletter! We will keep you updated weekly.,legit
Claim Your Gift Card,Click here to claim your reward instantly.,spam
Project Update,Please review the updated HR policy attached in this email.,legit
Reset Your Password Now,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Claim Your Gift Card,Invest in Angel One stocks now! Click the link to earn big rewards.,spam
Invoice Attached,Please review the updated HR policy attached in this email.,legit
Your Account is Locked,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Verify Your Bank Account Immediately,Confirm your identity to prevent account closure. Login here: [malicious link],phishing
Congratulations! You've won a prize,Invest in Angel One stocks now! Click the link to earn big rewards.,spam
HR Policy Update,Agenda for the upcoming team outing is attached.,legit
Meeting Reminder,Please find the attached report for your review.,legit
Unusual Login Attempt Detected,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Winner Announcement Inside,Free gift card available for a limited time.,spam
Your Account is Locked,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Your Account is Locked,"To continue using your account, please confirm your email address.",phishing
Action Required: Account Verification,You have been selected for account verification. Click the link to proceed.,phishing
Project Update,Your order has been shipped and will arrive within 3-5 business days.,legit
Congratulations! You've won a prize,Congratulations! Your lottery ticket has won. Redeem now.,spam
Urgent: Verify Your Account,Free gift card available for a limited time.,spam
Urgent: Verify Your Account,You have won a free iPhone! Claim your prize before it expires.,spam
Free iPhone Giveaway,Congratulations! Your lottery ticket has won. Redeem now.,spam
Earn $5000 working from home,Invest in Angel One stocks now! Click the link to earn big rewards.,spam
Earn $5000 working from home,Earn $1000 per day online with this simple trick.,spam
Unauthorized Transaction Alert,Your payment could not be processed. Update your billing information now.,phishing
Invoice Attached,Looking forward to our meeting tomorrow at 10 AM.,legit
Lowest Price Ever! Shop Now,Limited time offer! Buy now and save 50% on your order.,spam
Get Rich Quick!,Free gift card available for a limited time.,spam
Action Required: Account Verification,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Verify Your Bank Account Immediately,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Get Rich Quick!,Act now to secure your limited-time offer.,spam
Monthly Report Submission,Reminder: Submit your project update by Friday.,legit
Payment Failed – Verify Now,You have been selected for account verification. Click the link to proceed.,phishing
Unauthorized Transaction Alert,Immediate action required: Your account has been flagged for suspicious activity.,phishing
Project Update,Reminder: Submit your project update by Friday.,legit
Verify Your Bank Account Immediately,You have been selected for account verification. Click the link to proceed.,phishing
Appointment Confirmation,Agenda for the upcoming team outing is attached.,legit
Lowest Price Ever! Shop Now,Invest in Angel One stocks now! Click the link to earn big rewards.,spam
Monthly Report Submission,Please find the attached report for your review.,legit
Confirm Your Identity,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Meeting Reminder,Please find the attached report for your review.,legit
Your Order Has Shipped,Please find the attached report for your review.,legit
Claim Your Gift Card,Free gift card available for a limited time.,spam
Unauthorized Transaction Alert,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Double Your Income in 7 Days,Congratulations! Your lottery ticket has won. Redeem now.,spam
Project Update,Welcome to our newsletter! We will keep you updated weekly.,legit
Reset Your Password Now,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Congratulations! You've won a prize,Act now to secure your limited-time offer.,spam
Your Account is Locked,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Congratulations! You've won a prize,You have won a free iPhone! Claim your prize before it expires.,spam
Reset Your Password Now,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Your Account is Locked,"To continue using your account, please confirm your email address.",phishing
Verify Your Bank Account Immediately,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Weekly Digest,Looking forward to our meeting tomorrow at 10 AM.,legit
Meeting Reminder,Kindly find the invoice for your recent purchase.,legit
Meeting Reminder,Please find the attached report for your review.,legit
Verify Your Bank Account Immediately,Security alert: Login attempt from an unrecognized device. Verify your account immediately.,phishing
Team Outing Schedule,Please review the updated HR policy attached in this email.,legit
Congratulations! You've won a prize,You have won a free iPhone! Claim your prize before it expires.,spam
Winner Announcement Inside,You have won a free iPhone! Claim your prize before it expires.,spam
Team Outing Schedule,Please find the attached report for your review.,legit
Congratulations! You've won a prize,Click here to claim your reward instantly.,spam
Double Your Income in 7 Days,Act now to secure your limited-time offer.,spam
Claim Your Gift Card,Exclusive investment opportunity. Don't miss out!,spam
Action Required: Account Verification,Your payment could not be processed. Update your billing information now.,phishing
Free iPhone Giveaway,Exclusive investment opportunity. Don't miss out!,spam
Payment Failed – Verify Now,Confirm your identity to prevent account closure. Login here: [malicious link],phishing
Congratulations! You've won a prize,Act now to secure your limited-time offer.,spam
Unauthorized Transaction Alert,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Claim Your Gift Card,Invest in Angel One stocks now! Click the link to earn big rewards.,spam
Verify Your Bank Account Immediately,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Meeting Reminder,Please find the attached report for your review.,legit
Reset Your Password Now,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Meeting Reminder,Please find the attached report for your review.,legit
Your Account is Locked,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Monthly Report Submission,Thank you for attending the meeting. Notes are attached.,legit
Monthly Report Submission,Reminder: Submit your project update by Friday.,legit
Urgent: Verify Your Account,Click here to claim your reward instantly.,spam
Appointment Confirmation,Looking forward to our meeting tomorrow at 10 AM.,legit
Claim Your Gift Card,Limited time offer! Buy now and save 50% on your order.,spam
Get Rich Quick!,Free gift card available for a limited time.,spam
Urgent: Verify Your Account,You have won a free iPhone! Claim your prize before it expires.,spam
Congratulations! You've won a prize,Congratulations! Your lottery ticket has won. Redeem now.,spam
Monthly Report Submission,Looking forward to our meeting tomorrow at 10 AM.,legit
Free iPhone Giveaway,Act now to secure your limited-time offer.,spam
Free iPhone Giveaway,Exclusive investment opportunity. Don't miss out!,spam
Limited Time Offer! Buy Now,You have won a free iPhone! Claim your prize before it expires.,spam
Double Your Income in 7 Days,Exclusive investment opportunity. Don't miss out!,spam
Unusual Login Attempt Detected,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Your Account Has Been Suspended,Unauthorized transaction detected. Confirm your account to avoid charges.,phishing
Lowest Price Ever! Shop Now,Work from home and earn thousands. Sign up today!,spam
HR Policy Update,Your order has been shipped and will arrive within 3-5 business days.,legit
Team Outing Schedule,Agenda for the upcoming team outing is attached.,legit
Welcome to Our Newsletter,Thank you for attending the meeting. Notes are attached.,legit
Unauthorized Transaction Alert,Your payment could not be processed. Update your billing information now.,phishing
Unauthorized Transaction Alert,Your payment could not be processed. Update your billing information now.,phishing
HR Policy Update,Welcome to our newsletter! We will keep you updated weekly.,legit
Payment Failed – Verify Now,"To continue using your account, please confirm your email address.",phishing
Your Order Has Shipped,Your subscription has been renewed successfully.,legit
Your Order Has Shipped,Welcome to our newsletter! We will keep you updated weekly.,legit
Get Rich Quick!,Limited time offer! Buy now and save 50% on your order.,spam
Unusual Login Attempt Detected,"To continue using your account, please confirm your email address.",phishing
Invoice Attached,Please find the attached report for your review.,legit
Unauthorized Transaction Alert,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Reset Your Password Now,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Appointment Confirmation,Welcome to our newsletter! We will keep you updated weekly.,legit
Reset Your Password Now,Security alert: Login attempt from an unrecognized device. Verify your account immediately.,phishing
Congratulations! You've won a prize,You have won a free iPhone! Claim your prize before it expires.,spam
Winner Announcement Inside,Work from home and earn thousands. Sign up today!,spam
Confirm Your Identity,You have been selected for account verification. Click the link to proceed.,phishing
Payment Failed – Verify Now,"To continue using your account, please confirm your email address.",phishing
Earn $5000 working from home,Act now to secure your limited-time offer.,spam
Your Order Has Shipped,Looking forward to our meeting tomorrow at 10 AM.,legit
Action Required: Account Verification,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Urgent: Verify Your Account,Click here to claim your reward instantly.,spam
Double Your Income in 7 Days,Act now to secure your limited-time offer.,spam
Weekly Digest,Looking forward to our meeting tomorrow at 10 AM.,legit
Verify Your Bank Account Immediately,You have been selected for account verification. Click the link to proceed.,phishing
Invoice Attached,Reminder: Submit your project update by Friday.,legit
Your Order Has Shipped,Please review the updated HR policy attached in this email.,legit
Earn $5000 working from home,Earn $1000 per day online with this simple trick.,spam
HR Policy Update,Reminder: Submit your project update by Friday.,legit
Your Order Has Shipped,Thank you for attending the meeting. Notes are attached.,legit
Unauthorized Transaction Alert,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Action Required: Account Verification,"To continue using your account, please confirm your email address.",phishing
Unauthorized Transaction Alert,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Winner Announcement Inside,Work from home and earn thousands. Sign up today!,spam
Confirm Your Identity,Your account has been suspended due to suspicious activity. Click here to verify your details.,phishing
Invoice Attached,Thank you for attending the meeting. Notes are attached.,legit
Project Update,Kindly find the invoice for your recent purchase.,legit
Lowest Price Ever! Shop Now,Act now to secure your limited-time offer.,spam
Urgent: Verify Your Account,You have won a free iPhone! Claim your prize before it expires.,spam
Invoice Attached,Thank you for attending the meeting. Notes are attached.,legit
Confirm Your Identity,Your payment could not be processed. Update your billing information now.,phishing
Urgent: Verify Your Account,Exclusive investment opportunity. Don't miss out!,spam
Reset Your Password Now,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Winner Announcement Inside,Free gift card available for a limited time.,spam
Invoice Attached,Looking forward to our meeting tomorrow at 10 AM.,legit
Claim Your Gift Card,Invest in Angel One stocks now! Click the link to earn big rewards.,spam
Confirm Your Identity,We detected an unauthorized login to your account. Please reset your password immediately.,phishing
Confirm Your Identity,Alert: Someone tried to access your account. Reset your password to secure it.,phishing
Unauthorized Transaction Alert,Immediate action required: Your account has been flagged for suspicious activity.,phishing
Earn $5000 working from home,Click here to claim your reward instantly.,spam
